FID	X	site_id	county	date	year	site_nm	trnsct_	mdw_wd_	emrgn__	sbmrg__	pont_nm	gps_lon	gps_lat	wtr_dp_	bttm_vs	sbstrt_	org_dp_	unvgtt_	ttl_cv_	stndn__	dtrts_p	variabl	Hydrc__	Phrgmt_	Phr____	Typh_ng	Typh_gl	Typ____	Typh_lt	Typh_s_	typh_cm	hyd_bin	typh_bn	UTM	NEAR_FID	NEAR_DIST	area	perimeter	glcwc_cwi_	glcwc_cwi1	other	usgs_quad	lk_basin	wetland_na	hgm_cls1	hgm_cls2	comments	x_centroid	y_centroid	hectares	nwi	wwi	owi	hwi	lowi	h_num	ditch_cons	dykes	dams	dredging	jetty	road_const	filled	marina	waste_sewa	geo_id	country	human_mod	MeanFetch	SD_Fetch	MeanREI	SD_REI
481	598	630	Mackinac	6/25/2011	2011	Ailes Point Area Wetland #2	3	150	114	25	6	-84.360299	45.992041	40	V	Cly/Slt	2	0	100	1	5	percent_cover	0	0	0	0	0	8	0	0	8	0	1	16N	117	393.2058433	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	329.8980103	11.64557266	1734.78772	146.464447
482	599	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	1	0	185	12	6	-84.362355	45.994665	5	NV	Cly/Slt	0	0	100	15	100	percent_cover	0	0	0	0	0	75	0	0	75	0	1	16N	117	62.22952965	291691.4698	2728.061265	7153	7154	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	29.17	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	248.723999	27.36049843	1261.686401	150.8359222
483	600	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	1	0	185	12	7	-84.362139	45.994667	16	NV	Cly/Slt	0	0	80	20	100	percent_cover	0	0	0	0	0	80	0	0	80	0	1	16N	117	68.42044798	291691.4698	2728.061265	7153	7154	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	29.17	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	248.723999	27.36049843	1261.686401	150.8359222
484	601	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	2	65	149	12	1	-84.362287	45.993415	0	Dry	Cly/Slt	5	0	80	2	100	percent_cover	0	0	0	0.5	0	0	0	0	0	0	0	16N	117	200.1288935	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	234.2242432	14.43580055	1190.843506	100.8573761
485	602	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	2	65	149	12	2	-84.362175	45.993424	0	Dry	Cly/Slt	3	0	90	10	100	percent_cover	0	0	0	3	0	0	0	0	0	0	0	16N	117	200.2729474	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	234.2242432	14.43580055	1190.843506	100.8573761
486	603	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	2	65	149	12	3	-84.362009	45.993449	0	Dry	Cly/Slt	3	0	95	7	100	percent_cover	0	0	0	4	0	3	0	0	3	0	1	16N	117	199.9196016	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	261.0815125	18.19959068	1321.655762	108.8238297
487	604	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	2	65	149	12	4	-84.361837	45.993464	0	Dry	Cly/Slt	2	0	42	8	100	percent_cover	0	0	0	8	0	0	0	0	0	0	0	16N	117	201.6288484	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	261.0815125	18.19959068	1321.655762	108.8238297
488	605	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	2	65	149	12	5	-84.361655	45.993455	0	Dry	Cly/Slt	2	3	50	30	98	percent_cover	0	0	0	5	0	0	0	0	0	0	0	16N	117	206.9808596	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	310.5672607	17.39156914	1587.512817	100.2459793
489	606	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	3	150	107	25	1	-84.362198	45.991901	0	Dry	Cly/Slt	0	3	90	5	97	percent_cover	0	0	0	1	0	5	0	0	5	0	1	16N	117	368.3574099	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	289.9799805	4.319149494	1498.534058	109.5184555
490	607	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	3	150	107	25	2	-84.362001	45.991959	0	Dry	Cly/Slt	0	0	40	1	100	percent_cover	0	1	0	0	0	4	0	0	4	0	1	16N	117	363.4613944	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	289.9799805	4.319149494	1498.534058	109.5184555
491	608	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	3	150	107	25	3	-84.361614	45.992086	0	Dry	Cly/Slt	0	0	55	20	100	percent_cover	0	3	0	0	0	20	0	0	20	0	1	16N	117	354.4793596	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	289.9799805	4.319149494	1498.534058	109.5184555
492	609	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	3	150	107	25	4	-84.361245	45.992222	0	Dry	Cly/Slt	0	0	65	2	100	percent_cover	0	1	0	0	0	10	2	0	10	0	1	16N	117	347.0609844	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	289.9799805	4.319149494	1498.534058	109.5184555
493	610	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	3	150	107	25	5	-84.360908	45.992298	0	Dry	Cly/Slt	0	0	80	10	99	percent_cover	0	0	0	8	0	0	0	0	0	0	0	16N	117	347.7932758	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	289.9799805	4.319149494	1498.534058	109.5184555
494	611	630	Mackinac	8/5/2012	2012	Ailes Point Area Wetland #2	3	150	107	25	6	-84.360484	45.992422	3	V	Cly/Slt	0	5	80	1	95	percent_cover	0	0	0	0.5	0	20	3	0	20	0	1	16N	117	348.9677994	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	319.503479	7.996429443	1669.424438	130.6248322
495	614	630	Mackinac	6/20/2013	2013	Ailes Point Area Wetland #2	2	38	169	25	5	-84.362087	45.99349	1	V	Cly/Slt	11	0	70	2	100	percent_cover	0	0	0	2	0	0	0	0	0	0	0	16N	117	194.2206575	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	261.0815125	18.19959068	1321.655762	108.8238297
496	615	630	Mackinac	6/20/2013	2013	Ailes Point Area Wetland #2	2	38	169	25	6	-84.361795	45.99352	11	V	Cly/Slt	25	0	10	35	95	percent_cover	0	0	0	5	0	0	0	0	0	0	0	16N	117	196.6311021	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	261.0815125	18.19959068	1321.655762	108.8238297
497	616	630	Mackinac	6/20/2013	2013	Ailes Point Area Wetland #2	2	38	169	25	7	-84.36143	45.993625	13	V	Cly/Slt	60	0	100	3	15	percent_cover	0	0	0	0	0	10	0	0	10	0	1	16N	117	196.5221181	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	310.5672607	17.39156914	1587.512817	100.2459793
498	619	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	1	0	200	25	6	-84.36241	45.994819	65	NV	Cly/Slt	80	55	45	4	98	percent_cover	0	0	0	3	2	0	0	0	2	0	1	16N	117	44.59618893	291691.4698	2728.061265	7153	7154	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	29.17	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	248.723999	27.36049843	1261.686401	150.8359222
499	620	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	2	40	150	25	1	-84.36243	45.993436	16	NV	Cly/Slt	60	65	35	20	98	percent_cover	0	0	2	0	0	0	2	0	0	0	0	16N	117	196.8922315	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	234.2242432	14.43580055	1190.843506	100.8573761
500	621	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	2	40	150	25	2	-84.362321	45.993443	18	NV	Cly/Slt	60	80	20	5	98	percent_cover	0	0	0	0	3	0	0	0	3	0	1	16N	117	196.7603573	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	234.2242432	14.43580055	1190.843506	100.8573761
501	622	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	2	40	150	25	3	-84.362232	45.99344	23	NV	Cly/Slt	100	70	30	3	98	percent_cover	0	0	0	0	1	0	0	0	1	0	1	16N	117	197.8840189	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	234.2242432	14.43580055	1190.843506	100.8573761
502	623	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	2	40	150	25	4	-84.362138	45.993466	25	NV	Cly/Slt	100	75	25	2	98	percent_cover	0	0	0	0	3	0	0	0	3	0	1	16N	117	196.1278683	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	261.0815125	18.19959068	1321.655762	108.8238297
503	624	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	2	40	150	25	5	-84.362025	45.993472	22	NV	Cly/Slt	100	75	25	2	98	percent_cover	0	0	2	0	12	0	0	0	12	0	1	16N	117	197.1557714	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	261.0815125	18.19959068	1321.655762	108.8238297
504	625	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	2	40	150	25	6	-84.361829	45.993592	35	NV	Cly/Slt	30	80	20	4	100	percent_cover	0	0	0	0	20	0	0	0	20	0	1	16N	117	188.2052029	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	261.0815125	18.19959068	1321.655762	108.8238297
505	626	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	2	40	150	25	7	-84.361346	45.993669	61	NV	Cly/Slt	45	40	60	2	98	percent_cover	0	0	0	0	5	0	5	0	5	0	1	16N	117	195.239416	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	317.7062378	21.28685951	1629.984375	117.5977173
506	627	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	3	144	140	25	3	-84.361624	45.991822	0	Dry	Cly/Slt	120	68	32	40	98	percent_cover	0	0	0	0	8	0	0	0	8	0	1	16N	117	383.0800153	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	258.7867432	10.9011116	1338.088623	143.2740631
507	628	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	3	144	140	25	4	-84.361281	45.991893	0	Dry	Cly/Slt	120	65	35	20	98	percent_cover	0	0	0	0	5	0	0	0	5	0	1	16N	117	381.4129401	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	258.7867432	10.9011116	1338.088623	143.2740631
508	629	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	3	144	140	25	6	-84.360522	45.991955	37	NV	Cly/Slt	120	80	20	12	98	percent_cover	0	0	0	10	0	0	0	0	0	0	0	16N	117	394.5205872	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	258.7867432	10.9011116	1338.088623	143.2740631
509	630	630	Mackinac	7/11/2014	2014	Ailes Point Area Wetland #2	3	144	140	25	7	-84.360161	45.991973	50	NV	Cly/Slt	120	30	70	30	90	percent_cover	0	0	0	25	0	0	0	0	0	0	0	16N	117	404.7968104	58485.73574	1400.815793	7128	7129	 	Cedarville	LKH	Ailes Point Area Wetland #2	LPP	 	"rock sea wall;Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential development exists"	703956.149	5096665.548	5.85	T	F	F	T	F	162	F	F	F	T	T	T	T	T	F	630	USA	1	329.8980103	11.64557266	1734.78772	146.464447
510	643	632	Mackinac	7/7/2014	2014	Ailes Point Area Wetland	2	33	280	50	2	-84.364658	45.980669	18	V	Or/Cl	90	70	30	15	98	percent_cover	0	0	0	2	10	0	0	0	10	0	1	16N	117	1623.908933	141075.0438	3046.293794	7046	7047	 	Cedarville	LKH	Ailes Point Area Wetland	LPP	 	"wetland includes immediate bay area; Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential"	704209.1756	5095178.265	14.11	T	F	F	T	F	162	F	F	F	F	F	T	T	F	F	632	USA	1	192.4994965	29.23381805	973.8103638	150.950119
511	644	632	Mackinac	7/7/2014	2014	Ailes Point Area Wetland	2	33	280	50	3	-84.364612	45.980655	20	V	Or/Cl	90	85	15	7	98	percent_cover	0	0	0	0	2	0	0	0	2	0	1	16N	117	1625.106417	141075.0438	3046.293794	7046	7047	 	Cedarville	LKH	Ailes Point Area Wetland	LPP	 	"wetland includes immediate bay area; Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential"	704209.1756	5095178.265	14.11	T	F	F	T	F	162	F	F	F	F	F	T	T	F	F	632	USA	1	192.4994965	29.23381805	973.8103638	150.950119
512	645	632	Mackinac	7/7/2014	2014	Ailes Point Area Wetland	2	33	280	50	5	-84.364456	45.980606	20	V	Or/Cl	90	75	25	10	98	percent_cover	0	0	0	0	2	0	0	0	2	0	1	16N	117	1629.398514	141075.0438	3046.293794	7046	7047	 	Cedarville	LKH	Ailes Point Area Wetland	LPP	 	"wetland includes immediate bay area; Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential"	704209.1756	5095178.265	14.11	T	F	F	T	F	162	F	F	F	F	F	T	T	F	F	632	USA	1	192.4994965	29.23381805	973.8103638	150.950119
513	646	632	Mackinac	7/7/2014	2014	Ailes Point Area Wetland	2	33	280	50	6	-84.364278	45.98053	24	V	Or/Cl	90	60	40	4	100	percent_cover	0	0	0	0	2	0	0	0	2	0	1	16N	117	1636.63944	141075.0438	3046.293794	7046	7047	 	Cedarville	LKH	Ailes Point Area Wetland	LPP	 	"wetland includes immediate bay area; Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential"	704209.1756	5095178.265	14.11	T	F	F	T	F	162	F	F	F	F	F	T	T	F	F	632	USA	1	215.1264954	27.36623955	1104.857788	149.2238159
514	647	632	Mackinac	7/7/2014	2014	Ailes Point Area Wetland	2	33	280	50	7	-84.363566	45.980402	28	V	Or/Cl	30	80	20	2	100	percent_cover	0	0	0	10	0	0	0	0	0	0	0	16N	117	1647.3151	141075.0438	3046.293794	7046	7047	 	Cedarville	LKH	Ailes Point Area Wetland	LPP	 	"wetland includes immediate bay area; Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential"	704209.1756	5095178.265	14.11	T	F	F	T	F	162	F	F	F	F	F	T	T	F	F	632	USA	1	259.3812561	34.41633224	1338.483154	185.1928101
515	648	632	Mackinac	7/7/2014	2014	Ailes Point Area Wetland	3	48	30	25	9	-84.360393	45.977759	45	V	Cly/Snd	20	90	10	5	35	percent_cover	0	0	0	1	0	0	0	0	0	0	0	16N	117	1946.627244	141075.0438	3046.293794	7046	7047	 	Cedarville	LKH	Ailes Point Area Wetland	LPP	 	"wetland includes immediate bay area; Herdendorf associated point not centroid, point moved to represent portion of subdivided Herdendorf wetland with no digital representation; residential"	704209.1756	5095178.265	14.11	T	F	F	T	F	162	F	F	F	F	F	T	T	F	F	632	USA	1	206.7362518	24.07589149	1180.644287	155.0849915
516	649	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	1	133	176	83	1	-84.319715	45.982893	0	Dry	Cly/Slt	5	0	45	2	100	percent_cover	0	0	0	1	0	0	0	0	0	0	0	16N	150	3532.146746	20597.34023	627.6267168	7050	7051	 	Cedarville	LKH	Island No. 8 Wetland	LPP	 	 	707515.8323	5095725.217	2.06	T	F	F	T	F	166	F	F	F	T	F	F	F	F	F	634	USA	1	724.1220093	171.3126678	3641.795654	951.6827393
517	650	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	1	133	176	83	2	-84.319431	45.982758	0	Dry	Cly/Slt	41	3	70	2	90	percent_cover	0	0	0	0	0	1	0	0	1	0	1	16N	150	3558.316062	20597.34023	627.6267168	7050	7051	 	Cedarville	LKH	Island No. 8 Wetland	LPP	 	 	707515.8323	5095725.217	2.06	T	F	F	T	F	166	F	F	F	T	F	F	F	F	F	634	USA	1	1310.655518	265.7832031	6371.813965	1477.884888
518	651	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	1	133	176	83	7	-84.318054	45.982105	4	V	Cly/Slt	10	0	12	12	100	percent_cover	0	0	0	4	0	0	0	0	0	0	0	16N	150	3685.226413	37107.67065	1129.657508	7057	7058	 	Cedarville	LKH	Hill Channel Wetland	LPP	 	wetland included immediate channel area; residential development exists	707810.3669	5095770.78	3.71	T	F	F	T	F	168	F	F	F	T	F	T	T	F	F	635	USA	1	818.0462646	167.1185608	4171.891602	922.8171997
519	652	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	2	54	33	11	6	-84.31989	45.984603	0	Dry	Cly/Slt	27	0	5	60	100	percent_cover	0	0	0	3	0	0	0	0	0	0	0	16N	150	3448.125476	20597.34023	627.6267168	7050	7051	 	Cedarville	LKH	Island No. 8 Wetland	LPP	 	 	707515.8323	5095725.217	2.06	T	F	F	T	F	166	F	F	F	T	F	F	F	F	F	634	USA	1	110.4195023	9.609221458	562.8078613	27.91618347
520	653	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	2	54	33	11	7	-84.319822	45.984621	0	Dry	Cly/Slt	55	0	10	6	100	percent_cover	0	0	0	3	0	2	0	0	2	0	1	16N	150	3452.351836	20597.34023	627.6267168	7050	7051	 	Cedarville	LKH	Island No. 8 Wetland	LPP	 	 	707515.8323	5095725.217	2.06	T	F	F	T	F	166	F	F	F	T	F	F	F	F	F	634	USA	1	110.4195023	9.609221458	562.8078613	27.91618347
521	654	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	2	54	33	11	8	-84.319766	45.984648	0	Dry	Cly/Slt	45	0	15	12	100	percent_cover	0	0	0	1	0	1	0	0	1	0	1	16N	150	3455.360388	20597.34023	627.6267168	7050	7051	 	Cedarville	LKH	Island No. 8 Wetland	LPP	 	 	707515.8323	5095725.217	2.06	T	F	F	T	F	166	F	F	F	T	F	F	F	F	F	634	USA	1	110.4195023	9.609221458	562.8078613	27.91618347
522	655	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	2	54	33	11	9	-84.319705	45.984686	2	V	Cly/Slt	65	0	35	10	100	percent_cover	0	0	0	1	0	6	0	0	6	0	1	16N	150	3458.310171	20597.34023	627.6267168	7050	7051	 	Cedarville	LKH	Island No. 8 Wetland	LPP	 	 	707515.8323	5095725.217	2.06	T	F	F	T	F	166	F	F	F	T	F	F	F	F	F	634	USA	1	110.4195023	9.609221458	562.8078613	27.91618347
523	656	635	Mackinac	6/26/2013	2013	Hill Channel Wetland	2	54	33	11	10	-84.31965	45.984716	4	V	Cly/Slt	55	25	20	8	70	percent_cover	0	0	0	0	0	9	0	0	9	0	1	16N	150	3461.142454	37107.67065	1129.657508	7057	7058	 	Cedarville	LKH	Hill Channel Wetland	LPP	 	wetland included immediate channel area; residential development exists	707810.3669	5095770.78	3.71	T	F	F	T	F	168	F	F	F	T	F	T	T	F	F	635	USA	1	110.4195023	9.609221458	562.8078613	27.91618347
