"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin"
"281",280,1319,2,"7/6/2013","CMU",2013,10,"Excellent",4,"NV","Cly/Slt",140,5,75,5,50,"percent_cover",0,0,0,0,70,0,0,70,"Black River Wetland","Van Buren","E. Tuttle","C. Erickson",1,0,252,109,25,11,"T1: Transect access permission denied by land owner.  Estimates on sample form, but not entered in database T2: emergent/ meadow: thick Typha glacuca up to water's edge; T. glauca interspersed with Impatiens, Solanaceaes, and other wet meadow species; T.",276,564.304964513,0,0,0,0,560358.277650357,4695391.0819744,0,0.7,0
"282",281,1325,1,"6/21/2021","CMU",2021,6,"Confirmed",32,"NV","Cly/Slt",44,0,100,5,100,"percent_cover",0,0,0,0,0.5,0,0,0.5,"Galien River Wetland","Berrien","A. Kneisel","M. Sand, O. Anderson",1,0,290,0,334,18,"T3: Typha to treeline. Patches of Peltandra virginica were missed by sampling quadrats. Myriophyllum spicatum near end of submergent zone. Pt 10 had large piece of dead Typha mat.",48,1256.45489623,0,0,0,0,522393.875429459,4628047.06094852,0,0.005,0
"283",282,1325,1,"6/29/2017","CMU",2017,1,"Excellent",25,"NV","Cly/Slt",5,19,81,2,85,"percent_cover",0,0,0,0,25,0,0,25,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,9,65,10,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",256,558.096361005,0,0,0,0,523205.672244308,4628477.10479233,0,0.25,0
"284",283,1325,1,"6/29/2017","CMU",2017,6,"Excellent",45,"NV","Cly/Slt",70,20,80,15,75,"percent_cover",0,0,0,0,40,0,0,40,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,9,65,10,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",256,569.516549285,0,0,0,0,523193.290654152,4628478.5079017,0,0.4,0
"285",284,1325,1,"6/29/2017","CMU",2017,7,"Excellent",35,"NV","Cly/Slt",50,0,100,15,80,"percent_cover",0,0,0,0,10,0,0,10,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,9,65,10,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",256,580.487775803,0,0,0,0,523182.247144521,4628477.13971617,0,0.1,0
"286",285,1325,1,"6/29/2017","CMU",2017,8,"Excellent",65,"NV","Cly/Slt",100,0,100,25,95,"percent_cover",0,0,0,0,35,0,0,35,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,9,65,10,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",256,588.537596204,0,0,0,0,523171.336972429,4628485.87538698,0,0.35,0
"287",286,1325,1,"6/29/2017","CMU",2017,9,"Excellent",35,"NV","Cly/Slt",65,19,81,2,90,"percent_cover",0,0,0,0,15,0,0,15,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,9,65,10,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",256,596.948555326,0,0,0,0,523161.269735901,4628490.83890984,0,0.15,0
"288",287,1325,1,"7/27/2011","OSU",2011,6,"Excellent",0,"Dry","Cly/Slt",7,0,37,70,70,"percent_cover",0,0,0,0,30,0,0,30,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,290,21,326,15,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",256,1196.92298004,0,0,0,0,522789.805801611,4627914.41593559,0,0.3,0
"289",288,1325,1,"7/27/2011","OSU",2011,7,"Excellent",0,"Dry","Cly/Slt",5,0,65,30,80,"percent_cover",0,0,0,0,30,0,0,30,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,290,21,326,15,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",256,1219.18756642,0,0,0,0,522746.707507373,4627935.15145805,0,0.3,0
"290",289,1325,1,"7/27/2011","OSU",2011,8,"Excellent",0,"Dry","Cly/Slt",10,0,100,5,70,"percent_cover",0,50,0,0,30,0,0,30,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,290,21,326,15,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",256,1257.33156456,0,0,0,0,522683.324963421,4627960.48587794,0,0.3,0
"291",290,1325,1,"7/27/2011","OSU",2011,9,"Excellent",0,"Dry","Cly/Slt",7,2,36,0,95,"percent_cover",0,0,0,0,6,0,0,6,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,290,21,326,15,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",256,1293.23191376,0,0,0,0,522625.342209617,4627985.94899241,0,0.06,0
"292",291,1325,1,"7/27/2011","OSU",2011,10,"Excellent",0,"Dry","Cly/Slt",1,0,100,5,85,"percent_cover",0,0,0,0,30,0,0,30,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,290,21,326,15,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",256,1341.020312,0,0,0,0,522561.24202306,4628002.0670354,0,0.3,0
"293",292,1325,1,"7/28/2012","OSU",2012,4,"Excellent",0,"Dry","Cly/Slt",0,0,100,3,100,"percent_cover",0,3,0,0,0,0,0,0,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,287,90,125,0,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",256,532.971165262,0,0,0,0,523216.195018235,4628536.42712998,0,0,0
"294",293,1325,1,"7/28/2012","OSU",2012,6,"Excellent",0,"Dry","Cly/Slt",0,0,70,3,100,"percent_cover",0,0,0,30,30,0,0,60,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,287,90,125,0,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",256,404.885026706,0,0,0,0,523358.094344098,4628504.47025803,0,0.6,0
"295",294,1325,1,"7/28/2012","OSU",2012,7,"Excellent",0,"Dry","Cly/Slt",0,0,60,5,100,"percent_cover",0,0,0,20,40,0,0,60,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,287,90,125,0,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",256,417.552697015,0,0,0,0,523342.121686999,4628511.7457638,0,0.6,0
"296",295,1325,1,"7/28/2012","OSU",2012,8,"Excellent",0,"Dry","Cly/Slt",0,0,60,1,100,"percent_cover",0,0,0,0,60,0,0,60,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,287,90,125,0,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",256,429.647927226,0,0,0,0,523328.237683863,4628515.36425629,0,0.6,0
"297",296,1325,1,"7/28/2012","OSU",2012,9,"Excellent",0,"Dry","Cly/Slt",0,0,75,2,100,"percent_cover",0,0,0,0,25,0,0,25,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,287,90,125,0,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",256,437.618569986,0,0,0,0,523318.167839575,4628521.10473539,0,0.25,0
"298",297,1325,1,"7/28/2012","OSU",2012,10,"Excellent",0,"Dry","Cly/Slt",0,0,40,0,100,"percent_cover",0,0,0,0,12,0,0,12,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,287,90,125,0,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",256,452.293184997,0,0,0,0,523301.958746574,4628524.49363202,0,0.12,0
"299",298,1325,1,"8/11/2016","CMU",2016,6,"Excellent",55,"NV","Cly/Slt",65,0,100,1,70,"percent_cover",0,0,0,0,10,0,0,10,"Galien River Wetland","Berrien","E. Fraley","O. Soumis",1,0,290,0,515,25,"T1/T2/T3: No Meadow, parallel submergent.",256,1159.36638873,0,0,0,0,522753.708337073,4628032.32178515,0,0.1,0
"300",299,1325,1,"8/11/2016","CMU",2016,7,"Excellent",35,"NV","Cly/Slt",90,0,100,0.5,80,"percent_cover",0,0,0,0,5,0,0,5,"Galien River Wetland","Berrien","E. Fraley","O. Soumis",1,0,290,0,515,25,"T1/T2/T3: No Meadow, parallel submergent.",256,1228.97404805,0,0,0,0,522666.948803902,4628042.37128682,0,0.05,0
"301",300,1325,1,"8/11/2016","CMU",2016,8,"Excellent",30,"NV","Cly/Slt",80,0,100,2,80,"percent_cover",0,0,0,0,30,0,0,30,"Galien River Wetland","Berrien","E. Fraley","O. Soumis",1,0,290,0,515,25,"T1/T2/T3: No Meadow, parallel submergent.",256,1276.32004698,0,0,0,0,522589.796821533,4628087.86962236,0,0.3,0
"302",301,1325,1,"8/11/2016","CMU",2016,9,"Excellent",70,"NV","Cly/Slt",80,2.5,97.5,10,90,"percent_cover",0,0,0,0,0.5,0,0,0.5,"Galien River Wetland","Berrien","E. Fraley","O. Soumis",1,0,290,0,515,25,"T1/T2/T3: No Meadow, parallel submergent.",256,1337.59853944,0,0,0,0,522508.455433358,4628118.70010714,0,0.005,0
"303",302,1325,2,"7/15/2017","CMU",2017,1,"Good",0,"NV","Cly/Slt",31,0,100,2,80,"percent_cover",0,0,0,0,20,0,0,20,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,10,278,12,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",256,1380.0937626,0,0,0,0,522669.136547031,4627771.91819441,0,0.2,0
"304",303,1325,2,"7/15/2017","CMU",2017,6,"Good",55,"NV","Cly/Slt",37,29,71,40,100,"percent_cover",0,0,0,0,35,0,0,35,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,10,278,12,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",48,1269.9704301,0,0,0,0,522410.268375367,4628038.2302774,0,0.35,0
"305",304,1325,2,"7/15/2017","CMU",2017,7,"Good",62,"NV","Cly/Slt",102,0,100,5,100,"percent_cover",0,0,0,0,20,0,0,20,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,10,278,12,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",48,1203.05429807,0,0,0,0,522331.751285755,4628069.18266239,0,0.2,0
"306",305,1325,2,"7/15/2017","CMU",2017,8,"Good",60,"NV","Cly/Slt",92,0,100,20,100,"percent_cover",0,0,0,0,50,0,0,50,"Galien River Wetland","Berrien","A. Kneisel","M. Sand",1,0,120,10,278,12,"Transect 2: Submergent too deep to rake. Missing Identifications for Transect 3.",48,1165.79300157,0,0,0,0,522283.651612284,4628096.12279968,0,0.5,0
"307",306,1325,2,"7/27/2011","OSU",2011,5,"Excellent",0,"Dry","Cly/Slt",2,0,100,0,60,"percent_cover",0,0,0,0,6,0,0,6,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,343,42,369,20,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",48,746.889520213,0,0,0,0,521909.645641839,4627885.23683704,0,0.06,0
"308",307,1325,2,"7/27/2011","OSU",2011,6,"Excellent",5,"V","Cly/Slt",2,0,60,0,45,"percent_cover",0,0,0,0,60,0,0,60,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,343,42,369,20,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",48,833.357713163,0,0,0,0,521997.452458135,4627535.44124775,0,0.6,0
"309",308,1325,2,"7/27/2011","OSU",2011,7,"Excellent",1,"V","Cly/Slt",1,0,50,50,40,"percent_cover",0,0,0,0,30,0,0,30,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,343,42,369,20,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",48,804.859093753,0,0,0,0,521980.788193258,4627605.22538791,0,0.3,0
"310",309,1325,2,"7/27/2011","OSU",2011,8,"Excellent",0,"Dry","Cly/Slt",1,0,100,3,75,"percent_cover",0,0,0,0,75,0,0,75,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,343,42,369,20,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",48,788.669587352,0,0,0,0,521971.009968203,4627678.13948805,0,0.75,0
"311",310,1325,2,"7/27/2011","OSU",2011,9,"Excellent",0,"Dry","Cly/Slt",3,0,100,0.5,85,"percent_cover",0,0,0,0,20,0,0,20,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,343,42,369,20,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",48,768.728992217,0,0,0,0,521951.026357593,4627746.91426157,0,0.2,0
"312",311,1325,2,"7/27/2011","OSU",2011,10,"Excellent",0,"Dry","Cly/Slt",2,0,88,0.5,85,"percent_cover",0,0,0,0,40,0,0,40,"Galien River Wetland","Berrien","A. Ferguson","S. Fraser",1,0,343,42,369,20,"The submergent area of Transect 1 was only about 15 meters wide and was starting to fill in.  The water was much deeper here than in the emergent zone but the vegetation was similar.  The area was too difficult to sample as the water had very deep pocket",48,751.022312195,0,0,0,0,521926.803278894,4627816.67531243,0,0.4,0
"313",312,1325,2,"7/28/2012","OSU",2012,1,"Excellent",0,"Dry","Cly/Slt",0,0,85,2,100,"percent_cover",0,0,0,0,2,0,0,2,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1272.62508973,0,0,0,0,522398.815313537,4628087.71206386,0,0.02,0
"314",313,1325,2,"7/28/2012","OSU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,0,100,7,100,"percent_cover",0,0,0,0,2,0,0,2,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1268.55022231,0,0,0,0,522388.873821723,4628105.55611704,0,0.02,0
"315",314,1325,2,"7/28/2012","OSU",2012,3,"Excellent",0,"Dry","Cly/Slt",0,0,60,0,100,"percent_cover",0,0,0,0,5,0,0,5,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1263.09810142,0,0,0,0,522377.942840177,4628121.06553081,0,0.05,0
"316",315,1325,2,"7/28/2012","OSU",2012,4,"Excellent",0,"Dry","Cly/Slt",0,0,100,1,100,"percent_cover",0,0,0,0,3,0,0,3,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1255.85056699,0,0,0,0,522364.349480841,4628137.89893723,0,0.03,0
"317",316,1325,2,"7/28/2012","OSU",2012,6,"Excellent",0,"Dry","Cly/Slt",0,0,95,2,100,"percent_cover",0,0,0,0,15,0,0,15,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1242.21026775,0,0,0,0,522336.913049214,4628171.78709908,0,0.15,0
"318",317,1325,2,"7/28/2012","OSU",2012,7,"Excellent",0,"Dry","Cly/Slt",0,0,100,5,100,"percent_cover",0,0,0,0,30,0,0,30,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1237.89730125,0,0,0,0,522327.321813095,4628183.96999291,0,0.3,0
"319",318,1325,2,"7/28/2012","OSU",2012,8,"Excellent",0,"Dry","Cly/Slt",0,0,100,5,100,"percent_cover",0,0,0,0,20,0,0,20,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1234.28995087,0,0,0,0,522316.303850384,4628200.81154478,0,0.2,0
"320",319,1325,2,"7/28/2012","OSU",2012,9,"Excellent",0,"Dry","Cly/Slt",0,0,100,5,100,"percent_cover",0,0,0,0,35,0,0,35,"Galien River Wetland","Berrien","T. Lemein","C. Webster",1,0,329,109,101,7,"Transect 1: Begns at first tree line from river in a stand of cattails and continues toward river. At 90 m a highly disturbed stand of Phragmites. It appears elevation increases toward river.  We consider the emergent to occur before the meadow for this",48,1227.49730866,0,0,0,0,522300.795682143,4628219.08242952,0,0.35,0
